
165,330126,BIHAR,PATNA,Secondary Level,NEW DELHI PUBLIC SCHOOL,Disaffiliated,Patna,View
166,330135,BIHAR,PATNA,Secondary Level,SHERWOOD SCHOOL,Disaffiliated,Patna,View
167,330177,BIHAR,PATNA,Senior Secondary Level,DOON PUBLIC SCHOOL,Disaffiliated,Patna,View
168,330189,BIHAR,PATNA,Senior Secondary Level,DIGDARSHAN SECONDARY SCHOOL,Disaffiliated,Patna,View
169,330205,BIHAR,DARBHANGA,Secondary Level,RAMASHRAY ROY PUBLIC SCHOOL,Disaffiliated,Patna,View
170,330229,BIHAR,MUNGER,Secondary Level,ARYA BAL SHANTI NIKETAN,Disaffiliated,Patna,View
171,330234,BIHAR,PATNA,Senior Secondary Level,NEZAMIA PUBLIC SCHOOL,Disaffiliated,Patna,View
172,330237,BIHAR,PATNA,Senior Secondary Level,A.V.N SCHOOL,Disaffiliated,Patna,View
173,330270,BIHAR,PATNA,Secondary Level,SINDHU PUBLIC SCHOOL,Disaffiliated,Patna,View
174,330271,BIHAR,PATNA,Senior Secondary Level,NATIONAL CONVENT HIGH SCHOOL,Disaffiliated,Patna,View
175,330302,BIHAR,PATNA,Secondary Level,DENOBILI MISSION SCHOOL,Disaffiliated,Patna,View
176,330305,BIHAR,PATNA,Secondary Level,SHARON''S PUBLIC SCHOOL,Disaffiliated,Patna,View
177,330306,BIHAR,PATNA,Secondary Level,T. RAZA HIGH SCHOOL,Disaffiliated,Patna,View
178,330312,BIHAR,PATNA,Senior Secondary Level,S.D.V. PUBLIC SCHOOL,Disaffiliated,Patna,View
179,330339,BIHAR,GAYA,Senior Secondary Level,TAKSHILA SCHOOL,Disaffiliated,Patna,View
180,330359,BIHAR,PATNA,Senior Secondary Level,ASHWANI PUBLIC SCHOOL,Disaffiliated,Patna,View
181,330378,BIHAR,PATNA,Secondary Level,MODEL ST. MICHAEL HIGH SCHOOL,Disaffiliated,Patna,View
182,330387,BIHAR,PATNA,Secondary Level,PLASMA PATHWAYS SCHOOL,Disaffiliated,Patna,View
183,330394,BIHAR,PATNA,Secondary Level,HOLY FAITH INTERNATIONAL PUBLIC SCHOOL,Disaffiliated,Patna,View
184,330452,BIHAR,DARBHANGA,Secondary Level,IQRA ACADEMY,Disaffiliated,Patna,View
185,330573,BIHAR,VAISHALI (HAJIPUR),Secondary Level,R.D. PUBLIC SCHOOL,Disaffiliated,Patna,View
186,330668,BIHAR,MUZAFFARPUR,Secondary Level,TAKSHILA SCHOOL - MUZAFFARPUR,Disaffiliated,Patna,View
187,330900,BIHAR,AURANGABAD,Secondary Level,RISE HIGH PUBLIC SCHOOL,Disaffiliated,Patna,View
188,3320089,CHATTISGARH,RAIPUR,Senior Secondary Level,GOVT BOYS HIGHER SEC SCHOOL,Disaffiliated,Bhubaneswar,View
189,3320096,CHATTISGARH,RAIPUR,Senior Secondary Level,J R DANI GOVT GIRLS HR SEC SCHOOL,Disaffiliated,Bhubaneswar,View
190,3320107,CHATTISGARH,DURG,Senior Secondary Level,GOVT BOYS HIGHER SEC SCHOOL,Disaffiliated,Bhubaneswar,View
191,3320126,CHATTISGARH,RAJNANDGAON,Senior Secondary Level,GOVT HIGHER SEC SCHOOL,Disaffiliated,Bhubaneswar,View
192,3320151,CHATTISGARH,BILASPUR,Senior Secondary Level,GOVT MULTI HIGHER SEC SCHOOL,Disaffiliated,Bhubaneswar,View
193,3320157,CHATTISGARH,KORBA,Senior Secondary Level,GOVT HIGHER SEC SCHOOL,Disaffiliated,Bhubaneswar,View
194,3320173,CHATTISGARH,RAIGARH,Senior Secondary Level,GOVT NATWAR HIGHER SEC SCHOOL,Disaffiliated,Bhubaneswar,View
195,3320183,CHATTISGARH,BASTAR,Senior Secondary Level,GOVT BOYS HIGHER SEC SCHOOL,Disaffiliated,Bhubaneswar,View
196,3330056,CHATTISGARH,DURG,Senior Secondary Level,YUGCHETNA PUBLIC SCHOOL,Disaffiliated,Bhubaneswar,View
197,3330077,CHATTISGARH,RAIPUR,Senior Secondary Level,MINTU INTERNATIONAL PUBLIC SCHOOL,Disaffiliated,Bhubaneswar,View
198,3330082,CHATTISGARH,RAJNANDGAON,Senior Secondary Level,INDIAN PUBLIC SCHOOL,Disaffiliated,Bhubaneswar,View
199,3330175,CHATTISGARH,RAIPUR,Senior Secondary Level,GLOBAL  RISHI VALLEY,Disaffiliated,Bhubaneswar,View
200,3330228,CHATTISGARH,KABIRDHAM,Senior Secondary Level,"SHEMFORD FUTURISTIC SCHOOL, KAWARDHA",Disaffiliated,Bhubaneswar,View
201,3330412,CHATTISGARH,RAIPUR,Secondary Level,MONTFORT SCHOOL,Disaffiliated,Bhubaneswar,View
202,3400009,JHARKHAND,RANCHI,Senior Secondary Level,KENDRIYA VIDYALAYA,Disaffiliated,Patna,View
203,3400027,JHARKHAND,HAZARIBAGH,Secondary Level,KENDRIYA VIDYALAYA,Disaffiliated,Patna,View
204,3430011,JHARKHAND,DHANBAD,Senior Secondary Level,MODEL ENGLISH HIGH SCHOOL,Disaffiliated,Patna,View
205,3430043,JHARKHAND,EAST SINGHBHUM,Secondary Level,RAMA KRISHNA MISSION SCHOOL,Disaffiliated,Patna,View
206,3430045,JHARKHAND,DHANBAD,Secondary Level,NANDA GOKULAM,Disaffiliated,Patna,View
207,3430062,JHARKHAND,BOKARO,Secondary Level,BOKARO ISPAT VIDYALAYA,Disaffiliated,Patna,View
208,3430063,JHARKHAND,BOKARO,Secondary Level,BOKARO ISPAT VIDYALAYA,Disaffiliated,Patna,View
209,3430065,JHARKHAND,BOKARO,Secondary Level,BOKARO ISPAT VIDYALAYA,Disaffiliated,Patna,View
210,3430066,JHARKHAND,BOKARO,Secondary Level,BOKARO ISPAT VIDYALAYA,Disaffiliated,Patna,View
